,age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,pred_outcome
2999,59,0.005176523,other,F,1,70612,1,3,13,0
3000,37,0.0038533879999999997,Android,M,0,53163,2,2,7,0
3001,34,0.004434909,desktop,F,0,36115,2,2,1,0
3002,16,0.004239323,other,F,0,30345,1,1,0,0
3003,30,0.004283759,Android,M,0,60062,1,1,7,1
3004,20,0.004852013,iPhone,M,0,36989,1,3,0,0
3005,44,0.004838605,other,F,0,53968,2,1,3,0
3006,25,0.004195251,Android,M,0,33327,1,2,1,1
3007,52,0.005031923,Android,F,1,61261,1,2,15,0
3008,42,0.004534199,other,F,0,69155,1,2,6,0
3009,24,0.003277668,desktop,M,1,43027,2,3,4,0
3010,25,0.00455636,Android,F,0,32006,1,2,2,0
3011,47,0.0037001309999999997,Android,M,1,67516,1,2,14,1
3012,31,0.006240909,iPhone,F,1,53348,2,2,2,0
3013,48,0.005405209,other,F,1,78375,1,2,3,0
3014,29,0.004658127,desktop,F,0,33250,2,2,5,0
3015,37,0.00394015,laptop,M,1,48832,1,2,1,0
3016,36,0.004910406,desktop,F,1,73355,1,2,1,0
3017,41,0.004007044,desktop,M,0,74577,2,2,5,0
3018,39,0.003853462,desktop,M,1,44392,2,1,1,1
3019,55,0.005253226,laptop,F,1,65373,1,3,6,0
3020,44,0.003924751,Android,M,0,51385,2,2,7,0
3021,50,0.004304801,desktop,M,1,84524,2,3,15,1
3022,22,0.0034686559999999996,laptop,M,0,35152,1,1,2,0
3023,19,0.003881645,laptop,M,1,55366,2,1,0,0
3024,57,0.004545553,other,M,0,72528,2,2,19,0
3025,30,0.004995790999999999,desktop,F,1,68452,2,2,7,0
3026,23,0.0042067779999999996,other,M,1,29901,2,3,3,0
3027,46,0.004581099,desktop,F,0,48984,2,3,4,0
3028,50,0.004814428,laptop,F,0,69720,2,2,10,0
3029,40,0.005145965,iPhone,M,0,79241,1,3,7,0
3030,43,0.003517749,desktop,M,1,65987,2,2,8,1
3031,40,0.0053987440000000005,desktop,F,0,65793,1,2,7,0
3032,28,0.004261387,other,M,0,48635,2,1,6,1
3033,38,0.005086402,laptop,F,1,69515,2,1,4,0
3034,52,0.0069048009999999995,iPhone,F,1,79377,1,2,7,0
3035,18,0.005741828,iPhone,F,0,22469,1,2,1,1
3036,30,0.006500812,iPhone,F,1,62364,1,1,0,0
3037,53,0.005097443,desktop,F,1,86679,1,1,7,1
3038,51,0.006089275999999999,iPhone,F,0,51368,2,1,2,0
3039,19,0.006362333,iPhone,F,0,19820,2,3,1,0
3040,51,0.005026919,laptop,F,0,58086,2,3,11,0
3041,43,0.004540805,other,F,1,64859,2,2,9,0
3043,44,0.006693187,iPhone,F,1,80121,1,3,8,0
3044,27,0.0042907940000000006,other,F,0,31190,2,3,5,0
3045,37,0.004980462,Android,F,0,62976,1,3,2,0
3046,45,0.004441335,other,M,1,78077,2,2,10,0
3047,53,0.005969011999999999,iPhone,M,1,66197,1,1,13,1
3048,32,0.005411931,iPhone,M,0,59841,2,2,3,0
3049,54,0.004428727,other,M,1,54267,1,3,11,0
3050,30,0.00520369,other,F,1,57033,1,2,2,0
3051,55,0.004890704,other,F,0,59092,2,2,5,0
3052,42,0.006844817,iPhone,F,0,51609,1,2,5,0
3053,19,0.0035729940000000003,desktop,M,0,28537,1,3,0,1
3054,60,0.004567211,other,M,1,84137,1,1,21,1
3055,50,0.006565905,iPhone,F,0,89625,2,3,5,0
3056,23,0.006223941,iPhone,F,1,25061,1,1,1,0
3057,28,0.005008122,laptop,F,1,54604,2,2,4,0
3058,32,0.0053588030000000005,iPhone,M,0,47452,2,2,7,0
3059,17,0.004565277,desktop,F,1,39803,2,1,0,0
3060,40,0.005892116,iPhone,M,1,51084,1,1,7,1
3061,26,0.004849486,other,F,0,41338,2,3,4,0
3062,55,0.005490513000000001,desktop,F,0,78838,1,2,4,0
3063,20,0.003266278,Android,M,1,34269,1,1,2,1
3064,40,0.003757587,other,M,1,74793,1,3,0,0
3066,27,0.003941764,laptop,M,0,33473,2,1,4,0
3067,26,0.004778183,Android,F,0,46861,1,1,4,1
3068,30,0.004760436,laptop,F,1,58193,1,3,4,0
3070,25,0.003917259,Android,M,1,25643,2,1,1,1
3071,60,0.004718933,other,F,0,63184,1,2,8,0
3072,28,0.00408489,Android,M,0,41643,2,2,2,1
3073,42,0.004793481,Android,F,1,44449,1,1,9,1
3074,33,0.004489508,Android,F,1,70658,1,3,0,0
3075,50,0.004815789,laptop,F,0,73587,2,1,14,0
3076,38,0.005425864,iPhone,M,0,76146,1,1,6,1
3077,25,0.003473876,Android,M,0,26254,2,1,0,1
3078,37,0.004774191,desktop,F,0,42494,1,2,6,0
3079,32,0.004520267,laptop,F,0,34388,1,1,8,0
3080,48,0.006059246,iPhone,F,0,83737,2,1,15,0
3081,48,0.006521818,iPhone,F,1,73115,2,2,3,0
3082,22,0.0038487359999999997,other,M,0,39399,2,3,3,0
3083,27,0.0033562920000000003,Android,M,0,43718,2,1,2,1
3084,54,0.004726767,Android,F,0,66077,2,1,9,0
3085,25,0.006316176,iPhone,F,1,61163,1,1,2,0
3086,28,0.004735721,desktop,F,1,33936,2,3,6,0
3087,20,0.00512943,other,F,0,40613,2,2,1,0
3088,46,0.005111982,desktop,F,0,77783,1,2,15,0
3089,38,0.004603755,laptop,F,1,77093,1,3,11,0
3090,40,0.005374488,laptop,F,1,47492,2,2,0,0
3091,35,0.004599565,other,F,0,45048,2,3,2,0
3092,42,0.005130469,laptop,F,0,49712,2,3,5,0
3093,32,0.004222297,other,M,0,68077,1,1,8,0
3094,42,0.004542738,laptop,F,0,69963,1,1,10,0
3095,50,0.003770843,other,M,1,69922,1,1,11,1
3096,43,0.005193343,iPhone,M,0,46580,1,1,10,1
3097,22,0.004531257,laptop,F,1,52128,1,3,0,0
3098,48,0.00546486,other,F,0,81829,1,3,4,0
3099,30,0.005043298,laptop,F,0,44295,2,2,7,0
3100,16,0.004355224,other,F,1,38766,1,2,0,0
3101,58,0.003634728,other,M,0,75102,2,2,11,0
3102,21,0.005067572,Android,F,1,37417,1,1,2,1
3103,28,0.005262828000000001,desktop,F,0,66094,2,3,2,0
3104,42,0.00348742,other,M,0,65901,1,2,12,0
3105,56,0.0043452840000000005,other,M,1,86392,2,3,2,0
3106,52,0.004690759,other,F,1,58600,2,1,4,1
3107,51,0.004920923,desktop,F,1,78004,2,2,3,0
3108,21,0.005759343,iPhone,F,0,33433,2,1,0,0
3109,49,0.005626251,iPhone,M,0,83801,1,1,12,1
3110,53,0.005123123,other,F,0,81680,1,3,11,0
3111,57,0.006159513,iPhone,F,1,96706,1,1,18,1
3112,37,0.004749842,laptop,F,0,54337,2,1,6,0
3113,18,0.003866637,Android,M,0,53439,2,1,0,0
3114,26,0.003521227,Android,M,0,33252,2,3,5,1
3115,22,0.004726564,other,F,0,23538,2,3,2,0
3116,22,0.0034095790000000003,other,M,1,41833,1,3,3,0
3117,18,0.0047248870000000005,Android,F,0,19629,2,1,1,1
3118,34,0.004294625,desktop,M,0,34642,1,1,3,1
3119,34,0.003962257,other,M,0,68438,2,3,5,0
3120,32,0.003689347,Android,M,1,35000,2,2,1,1
3121,55,0.006612455,iPhone,F,0,74079,2,3,8,0
3122,39,0.005801709,iPhone,M,0,57022,2,1,10,1
3123,38,0.003453187,desktop,M,0,44597,2,2,4,0
3124,35,0.004523362,other,F,1,56740,1,3,0,0
3125,25,0.00503201,Android,F,1,40689,1,2,0,0
3126,16,0.00476191,other,F,0,53665,1,3,0,0
3127,36,0.00412941,other,M,1,45573,1,3,3,0
3128,26,0.004378642,desktop,F,0,46952,2,3,3,0
3129,54,0.004321037,laptop,M,0,81744,2,2,3,0
3130,36,0.003403486,other,M,1,41210,2,2,5,0
3131,16,0.006100657,iPhone,F,0,52365,1,1,0,1
3132,55,0.004218935,Android,M,0,86253,2,1,6,1
3133,45,0.004927583,desktop,F,1,63326,1,3,2,0
3134,21,0.004041586,other,M,1,48622,2,1,2,1
3135,18,0.005177158,Android,F,0,50266,1,1,1,1
3136,53,0.003848938,other,M,0,85671,2,2,9,0
3137,49,0.005388044,laptop,F,0,61938,1,2,5,0
3138,47,0.004990825,iPhone,M,0,81464,1,3,5,0
3139,50,0.00388599,other,M,1,50567,1,2,14,0
3140,27,0.004417459,desktop,F,1,38053,2,3,2,1
3141,16,0.004247336,desktop,F,0,40712,1,3,0,1
3142,48,0.00414597,other,M,0,68651,2,1,8,0
3143,47,0.004509795,desktop,F,1,71341,1,3,13,0
3144,35,0.0042989429999999995,other,M,0,69362,1,1,5,0
3145,44,0.006215128,iPhone,F,1,52012,1,3,4,0
3146,43,0.0046884890000000005,desktop,F,0,52947,1,1,11,0
3147,21,0.004435967,laptop,F,0,50113,1,1,1,1
3148,22,0.004514242,desktop,F,0,43552,2,2,3,0
3149,42,0.005875561999999999,iPhone,M,0,63841,1,1,5,1
3150,22,0.005159971,iPhone,M,0,28506,2,3,1,0
3151,27,0.005095692,other,F,1,50017,1,1,5,0
3152,55,0.005474641999999999,iPhone,M,1,67782,2,3,13,0
3153,19,0.0065734059999999995,iPhone,F,0,50227,1,2,1,0
3154,60,0.004044294,laptop,M,0,96296,1,2,3,0
3155,60,0.0053883509999999996,Android,F,0,72812,2,3,22,0
3156,47,0.003663903,Android,M,1,61338,1,1,12,1
3157,35,0.004417073,laptop,F,1,49521,2,2,3,0
3158,43,0.006590399,iPhone,F,1,54415,1,2,13,0
3159,36,0.003823585,desktop,M,0,62065,1,2,8,0
3160,60,0.005363299,laptop,F,1,93915,2,1,21,1
3161,49,0.00350522,desktop,M,0,54065,2,2,3,0
3162,50,0.0043241059999999994,Android,M,0,53080,1,1,7,1
3163,46,0.004971543,desktop,F,0,84993,1,3,5,0
3164,36,0.00420402,Android,M,1,37227,2,2,3,1
3165,45,0.005228707,laptop,F,1,77926,2,3,10,0
3166,52,0.004538063,desktop,F,0,82550,1,3,17,0
3167,56,0.004272328,Android,M,0,58365,1,2,15,0
3168,44,0.005062975,iPhone,M,1,81174,1,1,8,1
3169,59,0.004295262,other,M,0,63914,1,3,2,0
3170,24,0.006381039,iPhone,F,0,54409,2,2,2,0
3171,17,0.004506191,desktop,F,0,33797,1,1,0,0
3172,46,0.005394335,other,F,1,60202,2,2,0,0
3173,17,0.003749343,other,M,0,31239,1,2,0,0
3174,37,0.003657417,desktop,M,1,74849,1,1,8,1
3175,54,0.0045248879999999995,desktop,M,0,85535,2,3,17,0
3176,45,0.004482536,Android,F,0,56470,2,2,1,0
3177,25,0.003964266,Android,M,0,51564,1,1,0,1
3178,50,0.004630973,Android,F,1,59774,2,2,5,0
3179,16,0.004533928,other,F,1,33700,1,2,0,0
3180,45,0.003515212,other,M,1,82262,2,3,2,0
3181,36,0.006678343000000001,iPhone,F,1,47576,2,2,9,0
3182,58,0.004177188,other,M,1,87879,1,2,13,1
3183,51,0.004331112,desktop,M,1,59811,2,2,16,1
3185,50,0.003671155,laptop,M,0,81085,1,1,5,0
3186,31,0.004592426,Android,F,0,45824,2,3,1,0
3187,26,0.00421621,other,M,1,64359,2,2,5,0
3188,35,0.005288966,other,F,0,63021,1,2,9,0
3189,53,0.00520421,desktop,F,1,61779,2,2,16,0
3190,53,0.0035711790000000003,other,M,0,73377,2,2,7,0
3191,39,0.0042154770000000005,Android,M,0,67996,2,1,8,1
3192,30,0.004249618,laptop,M,1,52610,2,3,1,0
3193,26,0.005316922,iPhone,M,0,33723,2,2,1,0
3194,51,0.005123501,other,F,0,52909,1,3,17,0
3195,57,0.004721339000000001,desktop,F,1,71260,2,3,19,0
3196,28,0.005290591,iPhone,M,1,28839,2,3,4,0
3197,31,0.005103223,desktop,F,1,49464,2,3,0,0
3198,55,0.004799842,desktop,F,1,94330,1,1,8,1
3199,27,0.003770228,desktop,M,0,52156,1,3,5,1
3200,25,0.004287614,desktop,F,0,29301,1,3,1,1
3201,31,0.003594141,laptop,M,0,58661,2,3,3,0
3202,23,0.004290494000000001,Android,F,0,33617,2,1,1,0
3203,26,0.004679624,desktop,F,1,36663,1,2,5,0
3204,31,0.003447954,other,M,0,57481,2,1,3,0
3205,49,0.005458143,laptop,F,1,57092,2,3,12,0
3206,51,0.004941552,other,F,1,79568,1,2,1,0
3207,36,0.0041795009999999995,desktop,M,1,67000,1,2,1,1
3208,29,0.004413594,other,F,0,67221,2,1,0,0
3209,48,0.005097855,iPhone,M,0,62891,1,3,5,0
3210,29,0.005065319,desktop,F,0,42147,1,2,2,0
3211,26,0.006661741,iPhone,F,0,45764,1,3,0,0
3212,45,0.004426419,Android,M,0,69565,2,2,2,0
3213,55,0.005041563,desktop,F,1,61739,2,3,10,0
3214,23,0.004393462,Android,F,1,55844,1,3,1,1
3215,20,0.004416048,laptop,F,1,48402,1,2,1,0
3216,23,0.004897802,desktop,F,1,58283,2,3,2,0
3217,47,0.00437531,other,M,1,76764,2,2,8,0
3218,54,0.004140668,Android,M,0,77726,1,2,9,0
3219,17,0.0033197990000000004,laptop,M,0,33848,2,3,0,1
3220,20,0.005116105,iPhone,M,0,35421,1,2,2,0
3221,53,0.0059613819999999994,iPhone,M,1,74434,1,2,8,0
3222,32,0.005096183,Android,F,1,52177,1,1,1,1
3223,50,0.004686315,Android,F,0,75880,2,3,2,0
3224,20,0.006009198,iPhone,F,0,51042,1,2,1,0
3225,35,0.006730813,iPhone,F,1,39020,1,1,1,0
3226,22,0.004223145,desktop,F,0,24101,1,1,1,1
3227,53,0.004792335,Android,F,0,74005,2,3,16,0
3228,40,0.004343564,other,M,0,79301,2,2,11,0
3229,23,0.0042950670000000005,other,F,0,54264,2,2,1,0
3230,18,0.004868449,iPhone,M,1,53787,2,2,1,1
3231,41,0.004883081,other,F,0,43854,2,2,2,0
3232,42,0.004167454,other,M,0,61383,2,3,5,0
3233,17,0.003446254,other,M,1,52549,1,1,0,0
3234,45,0.005581203000000001,iPhone,M,1,80531,1,3,0,0
3235,26,0.003343674,desktop,M,0,34962,1,2,0,1
3236,30,0.005196529,desktop,F,1,63242,1,3,7,0
3237,31,0.0052743830000000005,other,F,1,68453,1,1,0,0
3238,35,0.00660073,iPhone,F,0,67147,2,3,4,0
3239,40,0.004578895,laptop,F,1,76310,1,3,11,0
3240,19,0.005037874,laptop,F,1,45401,1,2,1,1
3241,50,0.006813196999999999,iPhone,F,0,56652,1,2,8,0
3242,44,0.00530561,iPhone,M,1,60391,2,2,3,0
3243,52,0.006898143000000001,iPhone,F,0,56424,1,2,8,0
3244,39,0.006350936,iPhone,F,1,56236,1,1,6,0
3245,44,0.004322914000000001,other,M,1,53631,2,3,13,0
3246,55,0.005262591,other,F,1,70810,2,1,19,0
3247,51,0.005168661,iPhone,M,0,58279,2,2,0,0
3248,34,0.005185665,iPhone,M,0,56960,2,2,9,0
3249,25,0.0047962379999999995,other,F,1,52640,2,3,2,0
3250,30,0.005407038,iPhone,M,1,57355,1,3,1,0
3251,31,0.003399252,other,M,1,66400,1,3,5,0
3252,34,0.004655069,desktop,F,1,58138,2,1,8,1
3253,32,0.0037449370000000003,Android,M,0,67107,2,3,4,0
3254,55,0.005388819,laptop,F,0,71552,1,3,7,0
3255,41,0.00675372,iPhone,F,0,73638,2,2,6,0
3256,53,0.005461222,other,F,0,90566,2,1,16,0
3257,31,0.004186834,Android,M,0,51108,2,1,0,1
3258,28,0.003696988,laptop,M,0,38007,1,2,1,0
3259,47,0.004244032,desktop,M,1,72446,1,1,2,1
3260,31,0.005187548,Android,F,1,68548,1,1,4,1
3261,51,0.0036803779999999998,laptop,M,0,83880,1,2,6,0
3262,39,0.004557768,desktop,F,1,54062,2,1,1,1
3263,59,0.005935145,iPhone,M,1,98388,2,2,15,0
3264,60,0.005370455,desktop,F,1,94779,2,1,10,1
3265,27,0.004870204,desktop,F,0,28763,2,1,4,1
3266,19,0.003797932,desktop,M,0,42228,2,3,0,1
3267,36,0.003828318,laptop,M,0,50062,2,3,0,0
3268,23,0.003243433,laptop,M,1,50565,1,1,2,1
3269,34,0.00500064,iPhone,M,0,55925,1,3,5,0
3270,39,0.003780591,other,M,1,51291,1,1,1,0
3271,55,0.004496792,laptop,M,1,68862,2,1,2,0
3272,21,0.006213378,iPhone,F,0,56514,2,1,1,1
3273,28,0.005045170999999999,iPhone,M,0,44734,2,3,6,0
3274,40,0.004567191,other,F,0,43776,2,2,7,0
3275,47,0.005129427,iPhone,M,0,69897,2,1,3,1
3276,52,0.004897709,laptop,F,1,71172,1,2,15,0
3277,27,0.005092244,Android,F,1,40197,1,2,5,1
3278,42,0.0044613479999999995,other,F,0,54489,1,3,2,0
3279,20,0.0048333740000000005,desktop,F,1,54655,2,2,0,1
3280,56,0.006204136,iPhone,F,1,61556,2,3,4,0
3281,24,0.006049074000000001,iPhone,F,1,35466,2,2,0,0
3282,43,0.0052114959999999995,laptop,F,1,59599,1,3,10,0
3283,29,0.004577220999999999,Android,F,0,59722,1,1,0,0
3284,41,0.003837149,other,M,1,62722,1,2,3,0
3285,42,0.004936373,Android,F,1,52812,2,1,2,1
3286,37,0.005678278,iPhone,M,0,67230,1,2,2,0
3287,39,0.0051751340000000005,desktop,F,1,78773,2,2,9,0
3288,50,0.005138478,desktop,F,1,72896,1,3,6,0
3289,41,0.005026442,Android,F,1,64000,2,3,3,0
3290,28,0.004243869,laptop,M,1,32684,2,2,3,0
3291,35,0.006169124000000001,iPhone,F,0,39267,2,2,7,0
3292,33,0.003679095,laptop,M,0,52699,2,2,4,0
3293,58,0.004125685,desktop,M,0,70712,1,2,2,0
3294,17,0.003244447,desktop,M,0,37353,2,2,0,1
3295,37,0.005675024,iPhone,M,1,47852,1,2,4,0
3296,52,0.003941467,laptop,M,1,59713,1,2,5,0
3297,20,0.003918616,desktop,M,1,25782,2,1,1,1
3298,16,0.00432569,laptop,F,1,35120,1,1,0,0
3299,44,0.005276306999999999,laptop,F,1,45258,1,3,11,0
3300,60,0.004612055,desktop,F,1,65246,1,3,22,0
3301,23,0.00400424,desktop,M,1,37467,1,1,2,1
3302,18,0.004009243,Android,M,0,44573,1,3,1,1
3303,56,0.004431252,Android,M,0,58495,2,3,15,0
3304,36,0.003703547,Android,M,1,66278,1,3,6,1
3305,19,0.003745247,desktop,M,1,37225,2,2,1,1
3306,29,0.005506301999999999,iPhone,M,1,40891,1,3,4,0
3307,31,0.003719145,desktop,M,0,50789,1,2,0,1
3308,42,0.004817431,Android,F,1,79898,2,1,8,1
3309,26,0.003533734,other,M,0,27329,2,2,2,0
3310,20,0.003361265,other,M,1,30908,1,3,0,0
3311,36,0.003829028,desktop,M,1,38728,1,1,0,1
3312,56,0.00531458,iPhone,M,1,57722,2,3,5,0
3313,40,0.0053740409999999995,other,F,0,60827,2,3,7,0
3314,41,0.004973112,iPhone,M,1,53167,2,2,1,0
3315,57,0.00399231,desktop,M,0,62029,2,1,20,0
3316,26,0.003865743,other,M,1,50299,1,1,4,0
3317,24,0.00513754,Android,F,0,27429,1,3,3,0
3318,25,0.005323095999999999,iPhone,M,1,42048,1,3,0,0
3319,39,0.0043099259999999995,other,M,0,64388,2,3,11,0
3320,46,0.004681366,desktop,F,0,81409,1,1,5,0
3321,27,0.005905967,iPhone,F,0,50412,1,1,4,1
3322,19,0.003680355,laptop,M,0,20491,2,1,1,0
3323,36,0.003727078,laptop,M,0,51435,2,3,7,0
3324,51,0.004255967,Android,M,0,82390,2,3,13,0
3325,53,0.005457809,desktop,F,0,76095,2,1,7,0
3326,45,0.0036498459999999996,other,M,0,54471,2,1,14,1
3327,44,0.003475382,Android,M,1,55032,1,3,14,0
3328,59,0.004906769,laptop,F,1,91661,1,3,18,0
3329,45,0.003816053,desktop,M,1,77939,1,1,14,1
3331,25,0.005055114,desktop,F,0,55895,2,3,1,0
3332,52,0.005374584,other,F,0,61627,2,1,11,0
3333,55,0.004042696,other,M,1,81037,1,1,3,1
3334,21,0.004294218,desktop,F,1,54069,1,3,1,1
3335,38,0.004414282,other,F,0,77905,1,2,4,0
3336,30,0.003746689,laptop,M,0,54662,2,1,4,0
3338,21,0.006637458000000001,iPhone,F,1,21636,1,2,0,0
3339,38,0.0045872740000000006,laptop,F,0,73728,2,1,10,0
3340,25,0.003910597,other,M,0,58684,2,1,2,1
3341,20,0.003758659,desktop,M,0,43219,2,2,1,1
3342,58,0.00448329,laptop,M,0,91935,2,2,6,0
3343,49,0.005242623,other,F,1,65598,1,1,4,0
3344,23,0.0052927980000000005,iPhone,M,1,38684,2,2,1,0
3345,20,0.004821151,Android,F,0,23719,1,1,0,1
3346,38,0.004888642,laptop,F,1,51708,2,3,6,0
3347,18,0.0032735579999999998,other,M,1,55527,1,3,0,0
3348,52,0.0049549929999999996,Android,F,0,66592,1,1,4,0
3349,51,0.004327341,laptop,M,0,89254,1,1,5,0
3350,49,0.005005639,desktop,F,0,51103,1,3,8,0
3351,29,0.00382819,Android,M,1,57595,2,2,4,1
3352,57,0.003959946,laptop,M,1,66462,1,3,18,0
3353,47,0.004249701,Android,M,0,67288,1,3,3,0
3354,49,0.005917606,iPhone,M,1,58670,1,2,5,0
3355,29,0.003860863,desktop,M,0,56191,2,2,1,1
3356,32,0.003485763,Android,M,0,62783,1,2,5,0
3357,21,0.00428528,Android,F,1,37375,2,3,2,1
3358,32,0.004640997,Android,F,1,60151,1,3,0,0
3359,31,0.005953449,iPhone,F,0,54221,1,1,4,1
3360,19,0.004698563,laptop,F,0,41641,2,2,0,0
3361,56,0.004304155,desktop,M,0,66662,1,3,5,0
3362,45,0.003687896,Android,M,0,53885,1,2,2,0
3363,58,0.003615448,other,M,0,83248,1,2,2,0
3364,38,0.004614052,desktop,F,0,64174,1,1,5,0
3365,19,0.005035605,desktop,F,0,56878,2,1,0,1
3366,20,0.004735377,laptop,F,0,49934,2,3,2,0
3367,19,0.005133748,iPhone,M,1,52251,2,1,0,1
3368,44,0.006434043,iPhone,F,0,75430,1,2,3,0
3369,18,0.003847055,desktop,M,0,49065,2,1,0,1
3370,44,0.00496601,other,F,1,64438,2,2,0,0
3371,31,0.00429346,other,M,0,47367,2,1,2,1
3372,31,0.004349563,other,F,0,69978,2,1,6,0
3374,36,0.005019069,Android,F,1,58970,2,2,10,0
3375,57,0.0046765570000000005,Android,F,0,71879,2,2,17,0
3376,53,0.004332342,Android,M,1,77573,1,1,12,1
3377,43,0.004012769,Android,M,1,45909,2,1,13,1
3378,29,0.006518943,iPhone,F,0,61864,1,1,0,1
3379,56,0.004855704000000001,other,F,0,65722,1,1,9,0
3380,58,0.00489973,other,F,1,74770,1,2,0,0
3382,41,0.004497168,desktop,F,0,51981,1,3,8,0
3383,28,0.003558117,desktop,M,0,59347,2,2,2,1
3384,51,0.005235172,laptop,F,0,67758,1,2,15,0
3385,33,0.003509214,other,M,1,48905,1,2,1,0
3386,19,0.0033589270000000003,other,M,1,39108,2,1,0,0
3387,21,0.004387695,laptop,F,0,56106,2,1,2,0
3388,48,0.005289698000000001,laptop,F,1,70685,2,1,13,0
3389,58,0.00414909,laptop,M,1,59719,2,2,21,0
3390,50,0.004498113,other,M,0,57239,1,1,0,0
3391,48,0.005441538,desktop,F,0,58613,2,2,6,0
3392,20,0.006372119,iPhone,F,1,21993,1,2,2,0
3393,34,0.004295255,desktop,M,0,37966,1,2,7,1
3394,32,0.0048332290000000005,laptop,F,0,42576,2,1,7,0
3395,18,0.004391191,desktop,F,0,49239,1,2,0,0
3396,43,0.006497686,iPhone,F,0,52808,2,2,12,0
3397,18,0.004337795,laptop,F,0,23568,2,3,0,0
3398,52,0.00517148,desktop,F,1,54835,2,2,4,0
3399,22,0.006006841999999999,iPhone,F,1,42801,2,3,0,0
3400,21,0.004076903,laptop,M,1,33919,2,2,0,0
3401,22,0.004818869,desktop,F,0,57486,1,1,3,1
3403,59,0.006666747,iPhone,F,1,81159,2,1,7,1
3404,43,0.0049240759999999995,laptop,F,1,79019,1,1,10,1
3405,16,0.004455636,laptop,F,0,40369,1,1,0,1
3406,43,0.004135174,other,M,1,76849,1,2,7,0
3407,27,0.004637851,desktop,F,1,56871,2,1,4,1
3408,25,0.004330334,other,F,0,34072,2,2,2,0
3409,25,0.00512236,Android,F,1,31730,2,2,3,1
3410,20,0.004841272,other,F,0,52900,2,2,0,0
3411,39,0.004342088,desktop,M,0,71976,1,2,5,0
3412,21,0.004072225,Android,M,1,46917,1,1,0,1
3413,52,0.003653009,desktop,M,1,77365,1,2,11,1
3414,55,0.005144293,laptop,F,0,56715,2,1,4,0
3415,25,0.00622601,iPhone,F,0,47094,1,3,0,0
3416,55,0.005045249,other,F,1,70196,1,3,4,0
3417,24,0.004999207,iPhone,M,1,25593,2,1,1,1
3418,42,0.005233049,Android,F,0,51780,2,3,7,0
3419,26,0.004883625,other,F,1,58376,2,1,3,0
3420,47,0.0045507609999999995,laptop,F,0,47235,2,2,12,0
3421,46,0.005161153,other,F,1,54120,2,3,5,0
3422,20,0.004223335999999999,Android,F,1,55439,2,2,2,1
3423,17,0.003574972,laptop,M,1,35095,1,3,0,0
3424,22,0.0037442459999999997,laptop,M,1,46310,2,1,3,0
3425,56,0.006518800999999999,iPhone,F,0,57352,2,3,19,0
3426,42,0.004567148,desktop,F,0,55177,2,3,11,0
3427,56,0.004373389,Android,M,1,93251,2,1,6,1
3428,50,0.004395523,Android,M,1,71018,1,1,8,1
3429,42,0.004444888,other,F,0,81982,1,2,4,0
3430,60,0.004200056,laptop,M,1,79868,1,3,9,0
3431,47,0.005261054,Android,F,0,83613,1,2,8,0
3432,27,0.004834041,Android,F,0,50275,2,1,3,1
3433,53,0.0052881130000000005,laptop,F,0,80516,1,2,18,0
3434,27,0.004966696,laptop,F,1,31822,2,2,1,0
3435,41,0.0043371009999999995,laptop,M,0,49083,1,3,8,0
3436,43,0.00348738,laptop,M,0,65827,1,2,3,0
3437,31,0.004888974,iPhone,M,0,69758,1,3,5,0
3438,42,0.004709482,desktop,F,1,67097,1,3,4,0
3439,32,0.005307811,desktop,F,0,36403,1,3,1,0
3440,33,0.004861333,laptop,F,1,62913,2,2,5,0
3441,47,0.004547208,desktop,F,1,80730,2,2,3,1
3442,16,0.003323672,desktop,M,0,30914,2,2,0,1
3443,34,0.0061652880000000005,iPhone,F,1,58096,2,3,5,0
3444,44,0.004516048,laptop,F,0,71298,1,2,11,0
3445,18,0.003665507,laptop,M,1,43916,1,2,1,0
3446,51,0.0047117159999999995,laptop,F,0,55337,2,3,0,0
3447,54,0.004613204,other,F,1,59623,1,3,9,0
3448,51,0.0049326809999999995,desktop,F,0,68888,2,1,4,0
3449,16,0.005086872,laptop,F,1,32405,2,1,0,1
3450,54,0.004552395999999999,Android,F,0,91202,1,3,3,0
3451,34,0.004477358,other,F,1,64680,1,1,6,0
3452,43,0.005223229,desktop,F,1,79740,1,2,11,0
3453,56,0.004504257,Android,M,0,62570,1,2,3,0
3454,60,0.005664591,iPhone,M,0,65929,1,2,14,0
3455,49,0.004926322,laptop,F,0,60218,2,3,6,0
3456,46,0.0044917970000000005,other,F,1,72090,2,1,1,1
3457,28,0.003701721,other,M,1,61990,1,3,1,0
3458,59,0.005270091,iPhone,M,1,81996,2,2,15,0
3459,56,0.005397982,desktop,F,0,76090,2,1,14,0
3460,55,0.005186067,laptop,F,0,58890,1,2,15,0
3461,54,0.005376744,Android,F,0,68249,1,3,17,0
3462,32,0.0050088170000000005,Android,F,1,62478,2,1,6,1
3463,37,0.004473159,laptop,F,0,75651,1,1,1,0
3464,34,0.006322151,iPhone,F,0,61083,1,3,8,0
3465,23,0.004617948,other,F,0,31860,1,3,0,0
3466,52,0.004368837,laptop,M,1,60621,1,2,6,0
3467,26,0.003341055,Android,M,1,56645,2,1,1,1
3468,29,0.004880992,other,F,0,37189,2,2,2,0
